County,State,Date,Total Labor,Employed,Unemployed,Rate
Ralls County,MO,May-20,5510,5181,329,6
Randolph County,MO,May-20,10176,9283,893,8.8
Ray County,MO,May-20,11253,9583,1670,14.8
Reynolds County,MO,May-20,2938,2718,220,7.5
Ripley County,MO,May-20,5092,4468,624,12.3
St. Charles County,MO,May-20,219539,198872,20667,9.4
St. Clair County,MO,May-20,3754,3444,310,8.3
Ste. Genevieve County,MO,May-20,9017,8296,721,8
St. Francois County,MO,May-20,26459,23630,2829,10.7
St. Louis County,MO,May-20,516372,463097,53275,10.3
Saline County,MO,May-20,10571,10070,501,4.7
Schuyler County,MO,May-20,1902,1804,98,5.2
Scotland County,MO,May-20,2352,2272,80,3.4
Scott County,MO,May-20,19257,17853,1404,7.3
Shannon County,MO,May-20,3286,2969,317,9.6
Shelby County,MO,May-20,3072,2938,134,4.4
Stoddard County,MO,May-20,13116,12073,1043,8
Stone County,MO,May-20,14251,12040,2211,15.5
Sullivan County,MO,May-20,2656,2551,105,4
Taney County,MO,May-20,30156,23501,6655,22.1
Texas County,MO,May-20,8715,8127,588,6.7
Vernon County,MO,May-20,9287,8811,476,5.1
Warren County,MO,May-20,17493,15749,1744,10
Washington County,MO,May-20,10136,9073,1063,10.5
Wayne County,MO,May-20,4950,4510,440,8.9
Webster County,MO,May-20,16884,15567,1317,7.8
Worth County,MO,May-20,1190,1135,55,4.6
Wright County,MO,May-20,7531,6851,680,9
St. Louis city,MO,May-20,152443,131839,20604,13.5
Allen County,KS,Jun-20,6468,6003,465,7.2
Anderson County,KS,Jun-20,4287,4072,215,5
Atchison County,KS,Jun-20,6886,6293,593,8.6
Barber County,KS,Jun-20,2396,2299,97,4
Barton County,KS,Jun-20,13977,13259,718,5.1
Bourbon County,KS,Jun-20,6969,6523,446,6.4
Brown County,KS,Jun-20,5207,4943,264,5.1
Butler County,KS,Jun-20,32513,29781,2732,8.4
Chase County,KS,Jun-20,1593,1504,89,5.6
Chautauqua County,KS,Jun-20,1566,1442,124,7.9
Cherokee County,KS,Jun-20,10018,9341,677,6.8
Cheyenne County,KS,Jun-20,1314,1284,30,2.3
Clark County,KS,Jun-20,1138,1116,22,1.9
Clay County,KS,Jun-20,3840,3620,220,5.7
Cloud County,KS,Jun-20,3845,3662,183,4.8
Coffey County,KS,Jun-20,3838,3593,245,6.4
Comanche County,KS,Jun-20,893,852,41,4.6
Cowley County,KS,Jun-20,17107,15639,1468,8.6
Crawford County,KS,Jun-20,19253,17955,1298,6.7
Decatur County,KS,Jun-20,1251,1198,53,4.2
Dickinson County,KS,Jun-20,8993,8464,529,5.9
Doniphan County,KS,Jun-20,4085,3837,248,6.1
Douglas County,KS,Jun-20,62195,57007,5188,8.3
Edwards County,KS,Jun-20,1502,1444,58,3.9
Elk County,KS,Jun-20,1224,1155,69,5.6
Ellis County,KS,Jun-20,17439,16743,696,4
Ellsworth County,KS,Jun-20,2745,2648,97,3.5
Finney County,KS,Jun-20,20932,20044,888,4.2
Ford County,KS,Jun-20,17338,16634,704,4.1
Franklin County,KS,Jun-20,14420,13456,964,6.7
Geary County,KS,Jun-20,11660,10613,1047,9
Gove County,KS,Jun-20,1445,1401,44,3
Graham County,KS,Jun-20,1237,1168,69,5.6
Grant County,KS,Jun-20,3279,3118,161,4.9
Gray County,KS,Jun-20,3284,3213,71,2.2
Greeley County,KS,Jun-20,813,796,17,2.1
Greenwood County,KS,Jun-20,3200,3002,198,6.2
Hamilton County,KS,Jun-20,1645,1614,31,1.9
Harper County,KS,Jun-20,2768,2614,154,5.6
Harvey County,KS,Jun-20,16724,15636,1088,6.5
Haskell County,KS,Jun-20,2322,2256,66,2.8
Hodgeman County,KS,Jun-20,1018,988,30,2.9
Jackson County,KS,Jun-20,7276,6698,578,7.9
Jefferson County,KS,Jun-20,10015,9422,593,5.9
Jewell County,KS,Jun-20,1248,1195,53,4.2
Johnson County,KS,Jun-20,339847,316587,23260,6.8
Kearny County,KS,Jun-20,2107,2041,66,3.1
Kingman County,KS,Jun-20,3376,3177,199,5.9
Kiowa County,KS,Jun-20,1234,1184,50,4.1
Labette County,KS,Jun-20,9769,9082,687,7
Lane County,KS,Jun-20,753,730,23,3.1
Leavenworth County,KS,Jun-20,36594,33871,2723,7.4
Lincoln County,KS,Jun-20,1733,1679,54,3.1
Linn County,KS,Jun-20,4394,4023,371,8.4
Logan County,KS,Jun-20,1710,1666,44,2.6
Lyon County,KS,Jun-20,16826,15874,952,5.7
McPherson County,KS,Jun-20,17540,16844,696,4
Marion County,KS,Jun-20,6127,5844,283,4.6
Marshall County,KS,Jun-20,5534,5337,197,3.6
Meade County,KS,Jun-20,2173,2109,64,2.9
Miami County,KS,Jun-20,17312,16246,1066,6.2
Mitchell County,KS,Jun-20,3376,3274,102,3
Montgomery County,KS,Jun-20,15507,14140,1367,8.8
Morris County,KS,Jun-20,3083,2942,141,4.6
Morton County,KS,Jun-20,1138,1100,38,3.3
Nemaha County,KS,Jun-20,5559,5368,191,3.4
Neosho County,KS,Jun-20,6254,5788,466,7.5
Ness County,KS,Jun-20,1367,1312,55,4
Norton County,KS,Jun-20,2698,2619,79,2.9
Osage County,KS,Jun-20,7870,7399,471,6
Osborne County,KS,Jun-20,1999,1934,65,3.3
Ottawa County,KS,Jun-20,2972,2831,141,4.7
Pawnee County,KS,Jun-20,2844,2726,118,4.1
Phillips County,KS,Jun-20,2731,2617,114,4.2
Pottawatomie County,KS,Jun-20,10953,10263,690,6.3
Pratt County,KS,Jun-20,5058,4827,231,4.6
Rawlins County,KS,Jun-20,1532,1487,45,2.9
Reno County,KS,Jun-20,30492,28514,1978,6.5
Republic County,KS,Jun-20,2333,2236,97,4.2
Rice County,KS,Jun-20,5097,4849,248,4.9
Riley County,KS,Jun-20,31211,28785,2426,7.8
Rooks County,KS,Jun-20,2553,2425,128,5
Rush County,KS,Jun-20,1628,1547,81,5
Russell County,KS,Jun-20,3393,3209,184,5.4
Saline County,KS,Jun-20,29650,27617,2033,6.9
Scott County,KS,Jun-20,2874,2781,93,3.2
Sedgwick County,KS,Jun-20,259175,229396,29779,11.5
Seward County,KS,Jun-20,9811,9269,542,5.5
Shawnee County,KS,Jun-20,90746,83961,6785,7.5
Sheridan County,KS,Jun-20,1438,1401,37,2.6
Sherman County,KS,Jun-20,2883,2774,109,3.8
Smith County,KS,Jun-20,2021,1967,54,2.7
Stafford County,KS,Jun-20,2019,1933,86,4.3
Stanton County,KS,Jun-20,1095,1068,27,2.5
Stevens County,KS,Jun-20,2848,2759,89,3.1
Sumner County,KS,Jun-20,11175,10010,1165,10.4
Thomas County,KS,Jun-20,4305,4164,141,3.3
Trego County,KS,Jun-20,1474,1420,54,3.7
Wabaunsee County,KS,Jun-20,3603,3415,188,5.2
Wallace County,KS,Jun-20,846,828,18,2.1
Washington County,KS,Jun-20,3073,2989,84,2.7
Wichita County,KS,Jun-20,1451,1426,25,1.7
Wilson County,KS,Jun-20,4042,3709,333,8.2
Woodson County,KS,Jun-20,1574,1457,117,7.4
Wyandotte County,KS,Jun-20,79240,71066,8174,10.3
Adair County,MO,Jun-20,10277,9603,674,6.6
Andrew County,MO,Jun-20,9564,9095,469,4.9
Atchison County,MO,Jun-20,2831,2672,159,5.6
Audrain County,MO,Jun-20,10844,9942,902,8.3
Barry County,MO,Jun-20,16320,14819,1501,9.2
Barton County,MO,Jun-20,5298,4974,324,6.1
Bates County,MO,Jun-20,7817,7344,473,6.1
Benton County,MO,Jun-20,7348,6701,647,8.8
Bollinger County,MO,Jun-20,5184,4854,330,6.4
Boone County,MO,Jun-20,95258,89815,5443,5.7
Buchanan County,MO,Jun-20,43786,41148,2638,6
Butler County,MO,Jun-20,17985,16735,1250,7
Caldwell County,MO,Jun-20,4335,4110,225,5.2
Callaway County,MO,Jun-20,21315,20066,1249,5.9
Camden County,MO,Jun-20,18483,17064,1419,7.7
Cape Girardeau County,MO,Jun-20,38303,35691,2612,6.8
Carroll County,MO,Jun-20,4737,4486,251,5.3
Carter County,MO,Jun-20,2561,2384,177,6.9
Cass County,MO,Jun-20,53905,50487,3418,6.3
Cedar County,MO,Jun-20,5842,5541,301,5.2
Chariton County,MO,Jun-20,3791,3610,181,4.8
Christian County,MO,Jun-20,44760,41682,3078,6.9
Clark County,MO,Jun-20,3239,3049,190,5.9
Clay County,MO,Jun-20,135516,125434,10082,7.4
Clinton County,MO,Jun-20,10670,9967,703,6.6
Cole County,MO,Jun-20,38779,36600,2179,5.6
Cooper County,MO,Jun-20,7376,6874,502,6.8
Crawford County,MO,Jun-20,11044,10129,915,8.3
Dade County,MO,Jun-20,3664,3461,203,5.5
Dallas County,MO,Jun-20,7096,6556,540,7.6
Daviess County,MO,Jun-20,4278,4085,193,4.5
DeKalb County,MO,Jun-20,4779,4556,223,4.7
Dent County,MO,Jun-20,6319,5969,350,5.5
Douglas County,MO,Jun-20,5360,4734,626,11.7
Dunklin County,MO,Jun-20,11739,10762,977,8.3
Franklin County,MO,Jun-20,52206,47819,4387,8.4
Gasconade County,MO,Jun-20,7879,7239,640,8.1
Gentry County,MO,Jun-20,3564,3430,134,3.8
Greene County,MO,Jun-20,151834,140425,11409,7.5
Grundy County,MO,Jun-20,4501,4227,274,6.1
Harrison County,MO,Jun-20,3929,3741,188,4.8
Henry County,MO,Jun-20,9940,9096,844,8.5
Hickory County,MO,Jun-20,3896,3689,207,5.3
Holt County,MO,Jun-20,2621,2517,104,4
Howard County,MO,Jun-20,4797,4547,250,5.2
Howell County,MO,Jun-20,16666,15314,1352,8.1
Iron County,MO,Jun-20,3573,3271,302,8.5
Jackson County,MO,Jun-20,362360,330393,31967,8.8
Jasper County,MO,Jun-20,57082,52918,4164,7.3
Jefferson County,MO,Jun-20,115307,105804,9503,8.2
Johnson County,MO,Jun-20,23698,22081,1617,6.8
Knox County,MO,Jun-20,1804,1727,77,4.3
Laclede County,MO,Jun-20,17538,15711,1827,10.4
Lafayette County,MO,Jun-20,16645,15665,980,5.9
Lawrence County,MO,Jun-20,18518,17014,1504,8.1
Lewis County,MO,Jun-20,5116,4802,314,6.1
Lincoln County,MO,Jun-20,27791,25601,2190,7.9
Linn County,MO,Jun-20,5118,4786,332,6.5
Livingston County,MO,Jun-20,7444,7137,307,4.1
McDonald County,MO,Jun-20,10680,10059,621,5.8
Macon County,MO,Jun-20,7540,7129,411,5.5
Madison County,MO,Jun-20,5629,5193,436,7.7
Maries County,MO,Jun-20,3939,3696,243,6.2
Marion County,MO,Jun-20,14552,13682,870,6
Mercer County,MO,Jun-20,2007,1934,73,3.6
Miller County,MO,Jun-20,12262,11477,785,6.4
Mississippi County,MO,Jun-20,5843,5491,352,6
Moniteau County,MO,Jun-20,7387,6992,395,5.3
Monroe County,MO,Jun-20,3845,3562,283,7.4
Montgomery County,MO,Jun-20,5810,5457,353,6.1
Morgan County,MO,Jun-20,8342,7553,789,9.5
New Madrid County,MO,Jun-20,8585,8010,575,6.7
Newton County,MO,Jun-20,27288,25389,1899,7
Nodaway County,MO,Jun-20,11367,10779,588,5.2
Oregon County,MO,Jun-20,4144,3811,333,8
Osage County,MO,Jun-20,7100,6785,315,4.4
Ozark County,MO,Jun-20,3564,3243,321,9
Pemiscot County,MO,Jun-20,6567,5969,598,9.1
Perry County,MO,Jun-20,9861,9305,556,5.6
Pettis County,MO,Jun-20,21666,19717,1949,9
Phelps County,MO,Jun-20,19617,18447,1170,6
Pike County,MO,Jun-20,7583,7037,546,7.2
Platte County,MO,Jun-20,58352,54143,4209,7.2
Polk County,MO,Jun-20,14491,13583,908,6.3
Pulaski County,MO,Jun-20,14686,13635,1051,7.2
Putnam County,MO,Jun-20,2335,2210,125,5.4
Ralls County,MO,Jun-20,5687,5362,325,5.7
Randolph County,MO,Jun-20,10339,9600,739,7.1
Ray County,MO,Jun-20,10902,10105,797,7.3
Reynolds County,MO,Jun-20,3033,2809,224,7.4
Ripley County,MO,Jun-20,5112,4630,482,9.4
St. Charles County,MO,Jun-20,221004,204942,16062,7.3
St. Clair County,MO,Jun-20,3851,3558,293,7.6
Ste. Genevieve County,MO,Jun-20,9101,8568,533,5.9
St. Francois County,MO,Jun-20,26864,24482,2382,8.9
St. Louis County,MO,Jun-20,524347,477806,46541,8.9
Saline County,MO,Jun-20,11040,10402,638,5.8
Schuyler County,MO,Jun-20,2034,1857,177,8.7
Scotland County,MO,Jun-20,2420,2336,84,3.5
Scott County,MO,Jun-20,19701,18420,1281,6.5
Shannon County,MO,Jun-20,3347,3073,274,8.2
Shelby County,MO,Jun-20,3191,3024,167,5.2
Stoddard County,MO,Jun-20,13322,12467,855,6.4
Stone County,MO,Jun-20,14026,12537,1489,10.6
Sullivan County,MO,Jun-20,2734,2629,105,3.8
Taney County,MO,Jun-20,28613,24437,4176,14.6
Texas County,MO,Jun-20,8974,8395,579,6.5
Vernon County,MO,Jun-20,9564,9090,474,5
Warren County,MO,Jun-20,17539,16234,1305,7.4
Washington County,MO,Jun-20,10337,9398,939,9.1
Wayne County,MO,Jun-20,5039,4691,348,6.9
Webster County,MO,Jun-20,17326,16104,1222,7.1
Worth County,MO,Jun-20,1229,1163,66,5.4
Wright County,MO,Jun-20,7702,7056,646,8.4
St. Louis city,MO,Jun-20,154437,135985,18452,11.9
Allen County,KS,Jul-20(p),6315,5795,520,8.2
Anderson County,KS,Jul-20(p),4370,4158,212,4.9
Atchison County,KS,Jul-20(p),6823,6239,584,8.6
Barber County,KS,Jul-20(p),2328,2226,102,4.4
Barton County,KS,Jul-20(p),14263,13447,816,5.7
Bourbon County,KS,Jul-20(p),7044,6559,485,6.9
Brown County,KS,Jul-20(p),5272,5005,267,5.1
Butler County,KS,Jul-20(p),32753,30034,2719,8.3
Chase County,KS,Jul-20(p),1619,1529,90,5.6
Chautauqua County,KS,Jul-20(p),1527,1397,130,8.5
Cherokee County,KS,Jul-20(p),10186,9477,709,7
Cheyenne County,KS,Jul-20(p),1274,1240,34,2.7
Clark County,KS,Jul-20(p),1110,1079,31,2.8
Clay County,KS,Jul-20(p),3649,3422,227,6.2
Cloud County,KS,Jul-20(p),3827,3610,217,5.7
Coffey County,KS,Jul-20(p),3711,3462,249,6.7
Comanche County,KS,Jul-20(p),851,811,40,4.7
Cowley County,KS,Jul-20(p),17184,15777,1407,8.2
Crawford County,KS,Jul-20(p),19600,18244,1356,6.9
Decatur County,KS,Jul-20(p),1265,1206,59,4.7
Dickinson County,KS,Jul-20(p),9123,8607,516,5.7
Doniphan County,KS,Jul-20(p),4173,3933,240,5.8
Douglas County,KS,Jul-20(p),62736,57590,5146,8.2
Edwards County,KS,Jul-20(p),1456,1394,62,4.3
Elk County,KS,Jul-20(p),1092,1015,77,7.1
Ellis County,KS,Jul-20(p),17594,16859,735,4.2
Ellsworth County,KS,Jul-20(p),2732,2618,114,4.2
Finney County,KS,Jul-20(p),21060,20162,898,4.3
Ford County,KS,Jul-20(p),17789,17023,766,4.3
Franklin County,KS,Jul-20(p),14596,13596,1000,6.9
Geary County,KS,Jul-20(p),11600,10509,1091,9.4
Gove County,KS,Jul-20(p),1393,1343,50,3.6
Graham County,KS,Jul-20(p),1246,1169,77,6.2
Grant County,KS,Jul-20(p),3200,3012,188,5.9
Gray County,KS,Jul-20(p),3047,2959,88,2.9
Greeley County,KS,Jul-20(p),789,771,18,2.3
Greenwood County,KS,Jul-20(p),3092,2875,217,7
Hamilton County,KS,Jul-20(p),1595,1561,34,2.1
Harper County,KS,Jul-20(p),2689,2522,167,6.2
Harvey County,KS,Jul-20(p),16963,15760,1203,7.1
Haskell County,KS,Jul-20(p),2251,2174,77,3.4
Hodgeman County,KS,Jul-20(p),996,962,34,3.4
Jackson County,KS,Jul-20(p),7231,6799,432,6
Jefferson County,KS,Jul-20(p),10149,9565,584,5.8
Jewell County,KS,Jul-20(p),1200,1144,56,4.7
Johnson County,KS,Jul-20(p),346032,323206,22826,6.6
Kearny County,KS,Jul-20(p),2034,1964,70,3.4
Kingman County,KS,Jul-20(p),3419,3179,240,7
Kiowa County,KS,Jul-20(p),1188,1133,55,4.6
Labette County,KS,Jul-20(p),9903,9194,709,7.2
Lane County,KS,Jul-20(p),714,683,31,4.3
Leavenworth County,KS,Jul-20(p),37276,34539,2737,7.3
Lincoln County,KS,Jul-20(p),1705,1639,66,3.9
Linn County,KS,Jul-20(p),4480,4094,386,8.6
Logan County,KS,Jul-20(p),1526,1480,46,3
Lyon County,KS,Jul-20(p),17071,16086,985,5.8
McPherson County,KS,Jul-20(p),17685,16910,775,4.4
Marion County,KS,Jul-20(p),6068,5719,349,5.8
Marshall County,KS,Jul-20(p),5648,5444,204,3.6
Meade County,KS,Jul-20(p),2130,2057,73,3.4
Miami County,KS,Jul-20(p),17692,16573,1119,6.3
Mitchell County,KS,Jul-20(p),3460,3333,127,3.7
Montgomery County,KS,Jul-20(p),15729,14309,1420,9
Morris County,KS,Jul-20(p),2989,2843,146,4.9
Morton County,KS,Jul-20(p),1102,1052,50,4.5
Nemaha County,KS,Jul-20(p),5529,5337,192,3.5
Neosho County,KS,Jul-20(p),6437,5841,596,9.3
Ness County,KS,Jul-20(p),1342,1286,56,4.2
Norton County,KS,Jul-20(p),2720,2632,88,3.2
Osage County,KS,Jul-20(p),8004,7519,485,6.1
Osborne County,KS,Jul-20(p),1966,1898,68,3.5
Ottawa County,KS,Jul-20(p),3011,2824,187,6.2
Pawnee County,KS,Jul-20(p),2881,2742,139,4.8
Phillips County,KS,Jul-20(p),2543,2443,100,3.9
Pottawatomie County,KS,Jul-20(p),11128,10429,699,6.3
Pratt County,KS,Jul-20(p),4953,4717,236,4.8
Rawlins County,KS,Jul-20(p),1512,1460,52,3.4
Reno County,KS,Jul-20(p),30736,28590,2146,7
Republic County,KS,Jul-20(p),2334,2222,112,4.8
Rice County,KS,Jul-20(p),5155,4844,311,6
Riley County,KS,Jul-20(p),31743,29282,2461,7.8
Rooks County,KS,Jul-20(p),2506,2373,133,5.3
Rush County,KS,Jul-20(p),1668,1583,85,5.1
Russell County,KS,Jul-20(p),3418,3227,191,5.6
Saline County,KS,Jul-20(p),30826,28694,2132,6.9
Scott County,KS,Jul-20(p),2838,2746,92,3.2
Sedgwick County,KS,Jul-20(p),261846,231626,30220,11.5
Seward County,KS,Jul-20(p),10018,9454,564,5.6
Shawnee County,KS,Jul-20(p),92137,85438,6699,7.3
Sheridan County,KS,Jul-20(p),1396,1348,48,3.4
Sherman County,KS,Jul-20(p),2915,2793,122,4.2
Smith County,KS,Jul-20(p),1897,1837,60,3.2
Stafford County,KS,Jul-20(p),1924,1823,101,5.2
Stanton County,KS,Jul-20(p),1043,1017,26,2.5
Stevens County,KS,Jul-20(p),2792,2683,109,3.9
Sumner County,KS,Jul-20(p),11372,10059,1313,11.5
Thomas County,KS,Jul-20(p),4326,4165,161,3.7
Trego County,KS,Jul-20(p),1474,1415,59,4
Wabaunsee County,KS,Jul-20(p),3627,3440,187,5.2
Wallace County,KS,Jul-20(p),812,792,20,2.5
Washington County,KS,Jul-20(p),3010,2919,91,3
Wichita County,KS,Jul-20(p),1286,1257,29,2.3
Wilson County,KS,Jul-20(p),4037,3650,387,9.6
Woodson County,KS,Jul-20(p),1537,1410,127,8.3
Wyandotte County,KS,Jul-20(p),80970,72478,8492,10.5
Adair County,MO,Jul-20(p),10477,9761,716,6.8
Andrew County,MO,Jul-20(p),9773,9283,490,5
Atchison County,MO,Jul-20(p),2698,2564,134,5
Audrain County,MO,Jul-20(p),10682,10011,671,6.3
Barry County,MO,Jul-20(p),16084,14825,1259,7.8
Barton County,MO,Jul-20(p),5214,4931,283,5.4
Bates County,MO,Jul-20(p),7797,7312,485,6.2
Benton County,MO,Jul-20(p),7414,6805,609,8.2
Bollinger County,MO,Jul-20(p),5012,4673,339,6.8
Boone County,MO,Jul-20(p),97009,92075,4934,5.1
Buchanan County,MO,Jul-20(p),44917,42381,2536,5.6
Butler County,MO,Jul-20(p),18380,17161,1219,6.6
Caldwell County,MO,Jul-20(p),4328,4074,254,5.9
Callaway County,MO,Jul-20(p),21485,20313,1172,5.5
Camden County,MO,Jul-20(p),18837,17606,1231,6.5
Cape Girardeau County,MO,Jul-20(p),37208,34895,2313,6.2
Carroll County,MO,Jul-20(p),4685,4401,284,6.1
Carter County,MO,Jul-20(p),2618,2432,186,7.1
Cass County,MO,Jul-20(p),54752,51370,3382,6.2
Cedar County,MO,Jul-20(p),5846,5541,305,5.2
Chariton County,MO,Jul-20(p),3752,3558,194,5.2
Christian County,MO,Jul-20(p),45230,42650,2580,5.7
Clark County,MO,Jul-20(p),3197,3013,184,5.8
Clay County,MO,Jul-20(p),137704,128045,9659,7
Clinton County,MO,Jul-20(p),10749,10035,714,6.6
Cole County,MO,Jul-20(p),39533,37253,2280,5.8
Cooper County,MO,Jul-20(p),7442,6972,470,6.3
Crawford County,MO,Jul-20(p),11215,10370,845,7.5
Dade County,MO,Jul-20(p),3599,3405,194,5.4
Dallas County,MO,Jul-20(p),7092,6570,522,7.4
Daviess County,MO,Jul-20(p),4129,3957,172,4.2
DeKalb County,MO,Jul-20(p),4804,4571,233,4.9
Dent County,MO,Jul-20(p),6422,6092,330,5.1
Douglas County,MO,Jul-20(p),5110,4794,316,6.2
Dunklin County,MO,Jul-20(p),11582,10612,970,8.4
Franklin County,MO,Jul-20(p),53171,49286,3885,7.3
Gasconade County,MO,Jul-20(p),7948,7330,618,7.8
Gentry County,MO,Jul-20(p),3480,3333,147,4.2
Greene County,MO,Jul-20(p),153619,143621,9998,6.5
Grundy County,MO,Jul-20(p),4379,4177,202,4.6
Harrison County,MO,Jul-20(p),3862,3659,203,5.3
Henry County,MO,Jul-20(p),9989,9258,731,7.3
Hickory County,MO,Jul-20(p),3924,3725,199,5.1
Holt County,MO,Jul-20(p),2559,2449,110,4.3
Howard County,MO,Jul-20(p),4862,4609,253,5.2
Howell County,MO,Jul-20(p),17005,15688,1317,7.7
Iron County,MO,Jul-20(p),3629,3340,289,8
Jackson County,MO,Jul-20(p),369554,337858,31696,8.6
Jasper County,MO,Jul-20(p),56831,53168,3663,6.4
Jefferson County,MO,Jul-20(p),118067,109618,8449,7.2
Johnson County,MO,Jul-20(p),24064,22533,1531,6.4
Knox County,MO,Jul-20(p),1766,1679,87,4.9
Laclede County,MO,Jul-20(p),17747,15990,1757,9.9
Lafayette County,MO,Jul-20(p),16725,15727,998,6
Lawrence County,MO,Jul-20(p),18545,17178,1367,7.4
Lewis County,MO,Jul-20(p),5093,4770,323,6.3
Lincoln County,MO,Jul-20(p),28216,26298,1918,6.8
Linn County,MO,Jul-20(p),5235,4828,407,7.8
Livingston County,MO,Jul-20(p),7455,7129,326,4.4
McDonald County,MO,Jul-20(p),10769,10140,629,5.8
Macon County,MO,Jul-20(p),7679,7199,480,6.3
Madison County,MO,Jul-20(p),5746,5299,447,7.8
Maries County,MO,Jul-20(p),3972,3714,258,6.5
Marion County,MO,Jul-20(p),14793,13923,870,5.9
Mercer County,MO,Jul-20(p),1878,1801,77,4.1
Miller County,MO,Jul-20(p),12395,11726,669,5.4
Mississippi County,MO,Jul-20(p),5823,5446,377,6.5
Moniteau County,MO,Jul-20(p),7292,6920,372,5.1
Monroe County,MO,Jul-20(p),3856,3571,285,7.4
Montgomery County,MO,Jul-20(p),5813,5467,346,6
Morgan County,MO,Jul-20(p),8032,7591,441,5.5
New Madrid County,MO,Jul-20(p),8467,7907,560,6.6
Newton County,MO,Jul-20(p),27174,25332,1842,6.8
Nodaway County,MO,Jul-20(p),11326,10827,499,4.4
Oregon County,MO,Jul-20(p),4110,3810,300,7.3
Osage County,MO,Jul-20(p),7145,6775,370,5.2
Ozark County,MO,Jul-20(p),3451,3210,241,7
Pemiscot County,MO,Jul-20(p),6581,5975,606,9.2
Perry County,MO,Jul-20(p),9875,9398,477,4.8
Pettis County,MO,Jul-20(p),21734,20008,1726,7.9
Phelps County,MO,Jul-20(p),20008,18922,1086,5.4
Pike County,MO,Jul-20(p),7596,7148,448,5.9
Platte County,MO,Jul-20(p),59190,55224,3966,6.7
Polk County,MO,Jul-20(p),14531,13706,825,5.7
Pulaski County,MO,Jul-20(p),14981,13978,1003,6.7
Putnam County,MO,Jul-20(p),2241,2104,137,6.1
Ralls County,MO,Jul-20(p),5719,5404,315,5.5
Randolph County,MO,Jul-20(p),10527,9811,716,6.8
Ray County,MO,Jul-20(p),11060,10255,805,7.3
Reynolds County,MO,Jul-20(p),3018,2842,176,5.8
Ripley County,MO,Jul-20(p),5171,4692,479,9.3
St. Charles County,MO,Jul-20(p),225196,211657,13539,6
St. Clair County,MO,Jul-20(p),3818,3524,294,7.7
Ste. Genevieve County,MO,Jul-20(p),9209,8716,493,5.4
St. Francois County,MO,Jul-20(p),27531,25243,2288,8.3
St. Louis County,MO,Jul-20(p),536625,494527,42098,7.8
Saline County,MO,Jul-20(p),11209,10427,782,7
Schuyler County,MO,Jul-20(p),2011,1815,196,9.7
Scotland County,MO,Jul-20(p),2359,2268,91,3.9
Scott County,MO,Jul-20(p),19595,18391,1204,6.1
Shannon County,MO,Jul-20(p),3313,3031,282,8.5
Shelby County,MO,Jul-20(p),3133,2967,166,5.3
Stoddard County,MO,Jul-20(p),13230,12456,774,5.9
Stone County,MO,Jul-20(p),14061,12885,1176,8.4
Sullivan County,MO,Jul-20(p),2696,2579,117,4.3
Taney County,MO,Jul-20(p),28193,25161,3032,10.8
Texas County,MO,Jul-20(p),8985,8379,606,6.7
Vernon County,MO,Jul-20(p),9508,9027,481,5.1
Warren County,MO,Jul-20(p),17889,16690,1199,6.7
Washington County,MO,Jul-20(p),10461,9652,809,7.7
Wayne County,MO,Jul-20(p),5154,4809,345,6.7
Webster County,MO,Jul-20(p),17357,16232,1125,6.5
Worth County,MO,Jul-20(p),1165,1110,55,4.7
Wright County,MO,Jul-20(p),7485,6928,557,7.4
St. Louis city,MO,Jul-20(p),158173,140765,17408,11
